Entity,Code,Date,Total confirmed cases of COVID-19
Central African Republic,CAF,2020-11-18,4900
Central African Republic,CAF,2020-11-19,4907
Central African Republic,CAF,2020-11-20,4911
Central African Republic,CAF,2020-11-21,4911
Central African Republic,CAF,2020-11-22,4911
Central African Republic,CAF,2020-11-23,4911
Central African Republic,CAF,2020-11-24,4911
Central African Republic,CAF,2020-11-25,4911
Central African Republic,CAF,2020-11-26,4913
Central African Republic,CAF,2020-11-27,4913
Central African Republic,CAF,2020-11-28,4913
Central African Republic,CAF,2020-11-29,4913
Central African Republic,CAF,2020-11-30,4913
Central African Republic,CAF,2020-12-01,4918
Central African Republic,CAF,2020-12-02,4918
Central African Republic,CAF,2020-12-03,4918
Central African Republic,CAF,2020-12-04,4918
Central African Republic,CAF,2020-12-05,4922
Central African Republic,CAF,2020-12-06,4922
Central African Republic,CAF,2020-12-07,4922
Central African Republic,CAF,2020-12-08,4927
Central African Republic,CAF,2020-12-09,4927
Central African Republic,CAF,2020-12-10,4927
Central African Republic,CAF,2020-12-11,4936
Central African Republic,CAF,2020-12-12,4936
Central African Republic,CAF,2020-12-13,4936
Central African Republic,CAF,2020-12-14,4936
Central African Republic,CAF,2020-12-15,4936
Central African Republic,CAF,2020-12-16,4936
Central African Republic,CAF,2020-12-17,4936
Central African Republic,CAF,2020-12-18,4936
Central African Republic,CAF,2020-12-19,4936
Central African Republic,CAF,2020-12-20,4936
Central African Republic,CAF,2020-12-21,4936
Central African Republic,CAF,2020-12-22,4936
Central African Republic,CAF,2020-12-23,4948
Central African Republic,CAF,2020-12-24,4948
Central African Republic,CAF,2020-12-25,4948
Central African Republic,CAF,2020-12-26,4948
Central African Republic,CAF,2020-12-27,4948
Central African Republic,CAF,2020-12-28,4948
Central African Republic,CAF,2020-12-29,4961
Central African Republic,CAF,2020-12-30,4963
Central African Republic,CAF,2020-12-31,4963
Central African Republic,CAF,2021-01-01,4963
Central African Republic,CAF,2021-01-02,4963
Central African Republic,CAF,2021-01-03,4963
Central African Republic,CAF,2021-01-04,4963
Central African Republic,CAF,2021-01-05,4963
Central African Republic,CAF,2021-01-06,4963
Central African Republic,CAF,2021-01-07,4969
Central African Republic,CAF,2021-01-08,4969
Central African Republic,CAF,2021-01-09,4969
Central African Republic,CAF,2021-01-10,4973
Central African Republic,CAF,2021-01-11,4973
Central African Republic,CAF,2021-01-12,4973
Central African Republic,CAF,2021-01-13,4973
Central African Republic,CAF,2021-01-14,4973
Central African Republic,CAF,2021-01-15,4973
Central African Republic,CAF,2021-01-16,4973
Central African Republic,CAF,2021-01-17,4973
Central African Republic,CAF,2021-01-18,4973
Central African Republic,CAF,2021-01-19,4973
Central African Republic,CAF,2021-01-20,4974
Central African Republic,CAF,2021-01-21,4974
Central African Republic,CAF,2021-01-22,4974
Central African Republic,CAF,2021-01-23,4974
Central African Republic,CAF,2021-01-24,4980
Central African Republic,CAF,2021-01-25,4980
Central African Republic,CAF,2021-01-26,4980
Central African Republic,CAF,2021-01-27,4980
Central African Republic,CAF,2021-01-28,4981
Central African Republic,CAF,2021-01-29,4981
Central African Republic,CAF,2021-01-30,4981
Central African Republic,CAF,2021-01-31,4981
Central African Republic,CAF,2021-02-01,4989
Central African Republic,CAF,2021-02-02,4989
Central African Republic,CAF,2021-02-03,4989
Central African Republic,CAF,2021-02-04,4989
Central African Republic,CAF,2021-02-05,4989
Central African Republic,CAF,2021-02-06,4989
Central African Republic,CAF,2021-02-07,4989
Central African Republic,CAF,2021-02-08,4989
Central African Republic,CAF,2021-02-09,4989
Central African Republic,CAF,2021-02-10,4989
Central African Republic,CAF,2021-02-11,4996
Central African Republic,CAF,2021-02-12,4996
Central African Republic,CAF,2021-02-13,4996
Central African Republic,CAF,2021-02-14,4996
Central African Republic,CAF,2021-02-15,4996
Central African Republic,CAF,2021-02-16,4996
Central African Republic,CAF,2021-02-17,4997
Central African Republic,CAF,2021-02-18,4997
Central African Republic,CAF,2021-02-19,5001
Central African Republic,CAF,2021-02-20,5001
Chad,TCD,2020-03-19,1
Chad,TCD,2020-03-20,1
Chad,TCD,2020-03-21,1
Chad,TCD,2020-03-22,1
Chad,TCD,2020-03-23,1
Chad,TCD,2020-03-24,3
Chad,TCD,2020-03-25,3
Chad,TCD,2020-03-26,3
Chad,TCD,2020-03-27,3
Chad,TCD,2020-03-28,3
Chad,TCD,2020-03-29,3
Chad,TCD,2020-03-30,5
Chad,TCD,2020-03-31,7
Chad,TCD,2020-04-01,7
Chad,TCD,2020-04-02,8
Chad,TCD,2020-04-03,8
Chad,TCD,2020-04-04,9
Chad,TCD,2020-04-05,9
Chad,TCD,2020-04-06,9
Chad,TCD,2020-04-07,10
Chad,TCD,2020-04-08,10
Chad,TCD,2020-04-09,11
Chad,TCD,2020-04-10,11
Chad,TCD,2020-04-11,11
Chad,TCD,2020-04-12,18
Chad,TCD,2020-04-13,23
Chad,TCD,2020-04-14,23
Chad,TCD,2020-04-15,23
Chad,TCD,2020-04-16,27
Chad,TCD,2020-04-17,27
Chad,TCD,2020-04-18,33
Chad,TCD,2020-04-19,33
Chad,TCD,2020-04-20,33
Chad,TCD,2020-04-21,33
Chad,TCD,2020-04-22,33
Chad,TCD,2020-04-23,33
Chad,TCD,2020-04-24,40
Chad,TCD,2020-04-25,46
Chad,TCD,2020-04-26,46
Chad,TCD,2020-04-27,46
Chad,TCD,2020-04-28,52
Chad,TCD,2020-04-29,52
Chad,TCD,2020-04-30,73
Chad,TCD,2020-05-01,73
Chad,TCD,2020-05-02,117
Chad,TCD,2020-05-03,117
Chad,TCD,2020-05-04,117
Chad,TCD,2020-05-05,170
Chad,TCD,2020-05-06,170
Chad,TCD,2020-05-07,253
Chad,TCD,2020-05-08,260
Chad,TCD,2020-05-09,322
Chad,TCD,2020-05-10,322
Chad,TCD,2020-05-11,322
Chad,TCD,2020-05-12,357
Chad,TCD,2020-05-13,372
Chad,TCD,2020-05-14,399
Chad,TCD,2020-05-15,428
Chad,TCD,2020-05-16,474
Chad,TCD,2020-05-17,503
Chad,TCD,2020-05-18,519
Chad,TCD,2020-05-19,545
Chad,TCD,2020-05-20,565
Chad,TCD,2020-05-21,588
Chad,TCD,2020-05-22,611
Chad,TCD,2020-05-23,648
Chad,TCD,2020-05-24,675
Chad,TCD,2020-05-25,687
Chad,TCD,2020-05-26,700
Chad,TCD,2020-05-27,715
Chad,TCD,2020-05-28,726
Chad,TCD,2020-05-29,759
Chad,TCD,2020-05-30,759
Chad,TCD,2020-05-31,778
Chad,TCD,2020-06-01,790
Chad,TCD,2020-06-02,803
Chad,TCD,2020-06-03,820
Chad,TCD,2020-06-04,828
Chad,TCD,2020-06-05,836
Chad,TCD,2020-06-06,836
Chad,TCD,2020-06-07,837
Chad,TCD,2020-06-08,839
Chad,TCD,2020-06-09,844
Chad,TCD,2020-06-10,846
Chad,TCD,2020-06-11,848
Chad,TCD,2020-06-12,848
Chad,TCD,2020-06-13,848
Chad,TCD,2020-06-14,850
Chad,TCD,2020-06-15,850
Chad,TCD,2020-06-16,853
Chad,TCD,2020-06-17,854
Chad,TCD,2020-06-18,854
Chad,TCD,2020-06-19,858
Chad,TCD,2020-06-20,858
Chad,TCD,2020-06-21,858
Chad,TCD,2020-06-22,858
Chad,TCD,2020-06-23,860
Chad,TCD,2020-06-24,860
Chad,TCD,2020-06-25,863
Chad,TCD,2020-06-26,865
Chad,TCD,2020-06-27,865
Chad,TCD,2020-06-28,866
Chad,TCD,2020-06-29,866
Chad,TCD,2020-06-30,866
Chad,TCD,2020-07-01,866
Chad,TCD,2020-07-02,868
Chad,TCD,2020-07-03,871
Chad,TCD,2020-07-04,871
Chad,TCD,2020-07-05,872
Chad,TCD,2020-07-06,872
Chad,TCD,2020-07-07,873
Chad,TCD,2020-07-08,873
Chad,TCD,2020-07-09,873
Chad,TCD,2020-07-10,874
Chad,TCD,2020-07-11,874
Chad,TCD,2020-07-12,880
Chad,TCD,2020-07-13,880
Chad,TCD,2020-07-14,884
Chad,TCD,2020-07-15,885
Chad,TCD,2020-07-16,886
Chad,TCD,2020-07-17,887
Chad,TCD,2020-07-18,889
Chad,TCD,2020-07-19,889
Chad,TCD,2020-07-20,889
Chad,TCD,2020-07-21,889
Chad,TCD,2020-07-22,889
Chad,TCD,2020-07-23,915
Chad,TCD,2020-07-24,915
Chad,TCD,2020-07-25,915
Chad,TCD,2020-07-26,915
Chad,TCD,2020-07-27,922
Chad,TCD,2020-07-28,926
Chad,TCD,2020-07-29,926
Chad,TCD,2020-07-30,935
Chad,TCD,2020-07-31,936
Chad,TCD,2020-08-01,936
Chad,TCD,2020-08-02,936
Chad,TCD,2020-08-03,936
Chad,TCD,2020-08-04,938
Chad,TCD,2020-08-05,939
Chad,TCD,2020-08-06,942
Chad,TCD,2020-08-07,942
Chad,TCD,2020-08-08,942
Chad,TCD,2020-08-09,944
Chad,TCD,2020-08-10,945
Chad,TCD,2020-08-11,946
Chad,TCD,2020-08-12,949
Chad,TCD,2020-08-13,949
Chad,TCD,2020-08-14,951
Chad,TCD,2020-08-15,952
Chad,TCD,2020-08-16,956
Chad,TCD,2020-08-17,959
Chad,TCD,2020-08-18,970
Chad,TCD,2020-08-19,971
Chad,TCD,2020-08-20,972
Chad,TCD,2020-08-21,981
Chad,TCD,2020-08-22,982
Chad,TCD,2020-08-23,986
Chad,TCD,2020-08-24,987
Chad,TCD,2020-08-25,995
Chad,TCD,2020-08-26,998
Chad,TCD,2020-08-27,1004
Chad,TCD,2020-08-28,1008
Chad,TCD,2020-08-29,1008
Chad,TCD,2020-08-30,1012
Chad,TCD,2020-08-31,1013
Chad,TCD,2020-09-01,1017
Chad,TCD,2020-09-02,1017
Chad,TCD,2020-09-03,1018
Chad,TCD,2020-09-04,1023
Chad,TCD,2020-09-05,1034
Chad,TCD,2020-09-06,1039
Chad,TCD,2020-09-07,1040
Chad,TCD,2020-09-08,1045
Chad,TCD,2020-09-09,1048
Chad,TCD,2020-09-10,1051
Chad,TCD,2020-09-11,1081
Chad,TCD,2020-09-12,1083
Chad,TCD,2020-09-13,1084
Chad,TCD,2020-09-14,1085
Chad,TCD,2020-09-15,1087
Chad,TCD,2020-09-16,1090
Chad,TCD,2020-09-17,1115
Chad,TCD,2020-09-18,1147
Chad,TCD,2020-09-19,1149
Chad,TCD,2020-09-20,1151
Chad,TCD,2020-09-21,1153
Chad,TCD,2020-09-22,1155
Chad,TCD,2020-09-23,1164
Chad,TCD,2020-09-24,1171
Chad,TCD,2020-09-25,1175
Chad,TCD,2020-09-26,1177
Chad,TCD,2020-09-27,1178
Chad,TCD,2020-09-28,1185
Chad,TCD,2020-09-29,1193
Chad,TCD,2020-09-30,1200
Chad,TCD,2020-10-01,1203
Chad,TCD,2020-10-02,1211
Chad,TCD,2020-10-03,1214
Chad,TCD,2020-10-04,1217
Chad,TCD,2020-10-05,1223
Chad,TCD,2020-10-06,1238
Chad,TCD,2020-10-07,1251
Chad,TCD,2020-10-08,1262
Chad,TCD,2020-10-09,1274
Chad,TCD,2020-10-10,1291
Chad,TCD,2020-10-11,1304
Chad,TCD,2020-10-12,1308
Chad,TCD,2020-10-13,1321
Chad,TCD,2020-10-14,1329
Chad,TCD,2020-10-15,1350
Chad,TCD,2020-10-16,1361
Chad,TCD,2020-10-17,1365
Chad,TCD,2020-10-18,1379
Chad,TCD,2020-10-19,1390
Chad,TCD,2020-10-20,1399
Chad,TCD,2020-10-21,1404
Chad,TCD,2020-10-22,1410
Chad,TCD,2020-10-23,1423
Chad,TCD,2020-10-24,1434
Chad,TCD,2020-10-25,1437
Chad,TCD,2020-10-26,1441
Chad,TCD,2020-10-27,1460
Chad,TCD,2020-10-28,1468
Chad,TCD,2020-10-29,1473
Chad,TCD,2020-10-30,1483
Chad,TCD,2020-10-31,1483
Chad,TCD,2020-11-01,1498
Chad,TCD,2020-11-02,1499
Chad,TCD,2020-11-03,1513
Chad,TCD,2020-11-04,1517
Chad,TCD,2020-11-05,1529
Chad,TCD,2020-11-06,1538
Chad,TCD,2020-11-07,1543
Chad,TCD,2020-11-08,1547
Chad,TCD,2020-11-09,1551
Chad,TCD,2020-11-10,1561
Chad,TCD,2020-11-11,1565
Chad,TCD,2020-11-12,1578
Chad,TCD,2020-11-13,1589
Chad,TCD,2020-11-14,1591
Chad,TCD,2020-11-15,1597
Chad,TCD,2020-11-16,1603
Chad,TCD,2020-11-17,1608
Chad,TCD,2020-11-18,1616
Chad,TCD,2020-11-19,1620
Chad,TCD,2020-11-20,1626
Chad,TCD,2020-11-21,1633
Chad,TCD,2020-11-22,1642
Chad,TCD,2020-11-23,1648
Chad,TCD,2020-11-24,1649
Chad,TCD,2020-11-25,1655
Chad,TCD,2020-11-26,1661
Chad,TCD,2020-11-27,1663
Chad,TCD,2020-11-28,1663
Chad,TCD,2020-11-29,1682
Chad,TCD,2020-11-30,1688
Chad,TCD,2020-12-01,1700
Chad,TCD,2020-12-02,1705
Chad,TCD,2020-12-03,1708
Chad,TCD,2020-12-04,1719
Chad,TCD,2020-12-05,1722
Chad,TCD,2020-12-06,1725
Chad,TCD,2020-12-07,1728
Chad,TCD,2020-12-08,1729
Chad,TCD,2020-12-09,1732
Chad,TCD,2020-12-10,1739
Chad,TCD,2020-12-11,1745
Chad,TCD,2020-12-12,1751
Chad,TCD,2020-12-13,1770
Chad,TCD,2020-12-14,1771
Chad,TCD,2020-12-15,1784
Chad,TCD,2020-12-16,1800
Chad,TCD,2020-12-17,1818
Chad,TCD,2020-12-18,1839
Chad,TCD,2020-12-19,1867
Chad,TCD,2020-12-20,1890
Chad,TCD,2020-12-21,1902
Chad,TCD,2020-12-22,1916
Chad,TCD,2020-12-23,1938
Chad,TCD,2020-12-24,1958
Chad,TCD,2020-12-25,1971
Chad,TCD,2020-12-26,1986
Chad,TCD,2020-12-27,2005
Chad,TCD,2020-12-28,2015
Chad,TCD,2020-12-29,2048
Chad,TCD,2020-12-30,2077
Chad,TCD,2020-12-31,2113
Chad,TCD,2021-01-01,2141
Chad,TCD,2021-01-02,2169
Chad,TCD,2021-01-03,2213
Chad,TCD,2021-01-04,2229
Chad,TCD,2021-01-05,2289
Chad,TCD,2021-01-06,2328
Chad,TCD,2021-01-07,2358
Chad,TCD,2021-01-08,2419
Chad,TCD,2021-01-09,2510
Chad,TCD,2021-01-10,2537
Chad,TCD,2021-01-11,2589
Chad,TCD,2021-01-12,2668
Chad,TCD,2021-01-13,2709
Chad,TCD,2021-01-14,2773
Chad,TCD,2021-01-15,2807
Chad,TCD,2021-01-16,2855
Chad,TCD,2021-01-17,2895
Chad,TCD,2021-01-18,2919
Chad,TCD,2021-01-19,2977
Chad,TCD,2021-01-20,3012
Chad,TCD,2021-01-21,3065
Chad,TCD,2021-01-22,3104
Chad,TCD,2021-01-23,3137
Chad,TCD,2021-01-24,3161
Chad,TCD,2021-01-25,3182
Chad,TCD,2021-01-26,3225
Chad,TCD,2021-01-27,3269
Chad,TCD,2021-01-28,3296
Chad,TCD,2021-01-29,3321
Chad,TCD,2021-01-30,3347
Chad,TCD,2021-01-31,3376
Chad,TCD,2021-02-01,3385
Chad,TCD,2021-02-02,3404
Chad,TCD,2021-02-03,3419
Chad,TCD,2021-02-04,3433
Chad,TCD,2021-02-05,3450
Chad,TCD,2021-02-06,3473
Chad,TCD,2021-02-07,3497
Chad,TCD,2021-02-08,3508
Chad,TCD,2021-02-09,3539
Chad,TCD,2021-02-10,3568
Chad,TCD,2021-02-11,3581
Chad,TCD,2021-02-12,3597
Chad,TCD,2021-02-13,3622
Chad,TCD,2021-02-14,3645
Chad,TCD,2021-02-15,3664
Chad,TCD,2021-02-16,3689
Chad,TCD,2021-02-17,3724
Chad,TCD,2021-02-18,3751
Chad,TCD,2021-02-19,3776
Chad,TCD,2021-02-20,3794
Chile,CHL,2020-02-23,2
Chile,CHL,2020-02-24,2
Chile,CHL,2020-02-25,2
Chile,CHL,2020-02-26,2
Chile,CHL,2020-02-27,2
Chile,CHL,2020-02-28,2
Chile,CHL,2020-02-29,2
Chile,CHL,2020-03-01,9
Chile,CHL,2020-03-02,9
Chile,CHL,2020-03-03,10
Chile,CHL,2020-03-04,10
Chile,CHL,2020-03-05,13
Chile,CHL,2020-03-06,13
Chile,CHL,2020-03-07,13
Chile,CHL,2020-03-08,20
Chile,CHL,2020-03-09,20
Chile,CHL,2020-03-10,25
Chile,CHL,2020-03-11,35
Chile,CHL,2020-03-12,35
Chile,CHL,2020-03-13,55
Chile,CHL,2020-03-14,88
Chile,CHL,2020-03-15,101
Chile,CHL,2020-03-16,182
Chile,CHL,2020-03-17,228
Chile,CHL,2020-03-18,265
Chile,CHL,2020-03-19,265
Chile,CHL,2020-03-20,461
Chile,CHL,2020-03-21,592
Chile,CHL,2020-03-22,687
Chile,CHL,2020-03-23,801
Chile,CHL,2020-03-24,977
Chile,CHL,2020-03-25,1197
Chile,CHL,2020-03-26,1361
Chile,CHL,2020-03-27,1665
Chile,CHL,2020-03-28,2015
Chile,CHL,2020-03-29,2245
Chile,CHL,2020-03-30,2555
Chile,CHL,2020-03-31,2844
Chile,CHL,2020-04-01,3137
Chile,CHL,2020-04-02,3510
Chile,CHL,2020-04-03,3843
Chile,CHL,2020-04-04,4355
Chile,CHL,2020-04-05,4665
Chile,CHL,2020-04-06,5009
Chile,CHL,2020-04-07,5310
Chile,CHL,2020-04-08,5740
Chile,CHL,2020-04-09,6166
Chile,CHL,2020-04-10,6695
Chile,CHL,2020-04-11,7366
Chile,CHL,2020-04-12,7652
Chile,CHL,2020-04-13,7964
Chile,CHL,2020-04-14,8356
Chile,CHL,2020-04-15,8712
Chile,CHL,2020-04-16,9246
Chile,CHL,2020-04-17,9691
Chile,CHL,2020-04-18,10598
Chile,CHL,2020-04-19,10956
Chile,CHL,2020-04-20,11375
Chile,CHL,2020-04-21,11700
Chile,CHL,2020-04-22,12164
Chile,CHL,2020-04-23,12680
Chile,CHL,2020-04-24,13174
Chile,CHL,2020-04-25,14537
Chile,CHL,2020-04-26,15010
Chile,CHL,2020-04-27,15492
Chile,CHL,2020-04-28,16044
Chile,CHL,2020-04-29,16564
Chile,CHL,2020-04-30,17702
Chile,CHL,2020-05-01,18687
Chile,CHL,2020-05-02,21213
Chile,CHL,2020-05-03,22441
Chile,CHL,2020-05-04,23421
Chile,CHL,2020-05-05,24794
Chile,CHL,2020-05-06,25826
Chile,CHL,2020-05-07,27359
Chile,CHL,2020-05-08,28750
Chile,CHL,2020-05-09,32208
Chile,CHL,2020-05-10,33855
Chile,CHL,2020-05-11,35052
Chile,CHL,2020-05-12,36710
Chile,CHL,2020-05-13,39370
Chile,CHL,2020-05-14,42029
Chile,CHL,2020-05-15,44531
Chile,CHL,2020-05-16,50016
Chile,CHL,2020-05-17,52369
Chile,CHL,2020-05-18,54647
Chile,CHL,2020-05-19,58167
Chile,CHL,2020-05-20,62205
Chile,CHL,2020-05-21,66169
Chile,CHL,2020-05-22,70445
Chile,CHL,2020-05-23,80287
Chile,CHL,2020-05-24,83996
Chile,CHL,2020-05-25,88891
Chile,CHL,2020-05-26,92855
Chile,CHL,2020-05-27,97183
Chile,CHL,2020-05-28,101837
Chile,CHL,2020-05-29,105532
Chile,CHL,2020-05-30,118720
Chile,CHL,2020-05-31,123550
Chile,CHL,2020-06-01,129020
Chile,CHL,2020-06-02,132548
Chile,CHL,2020-06-03,137490
Chile,CHL,2020-06-04,142154
Chile,CHL,2020-06-05,146361
Chile,CHL,2020-06-06,160351
Chile,CHL,2020-06-07,166756
Chile,CHL,2020-06-08,171452
Chile,CHL,2020-06-09,175365
Chile,CHL,2020-06-10,181062
Chile,CHL,2020-06-11,186698
Chile,CHL,2020-06-12,193452
Chile,CHL,2020-06-13,201634
Chile,CHL,2020-06-14,208572
Chile,CHL,2020-06-15,213715
Chile,CHL,2020-06-16,218728
Chile,CHL,2020-06-17,220628
Chile,CHL,2020-06-18,225103
Chile,CHL,2020-06-19,231393
Chile,CHL,2020-06-20,236748
Chile,CHL,2020-06-21,242355
Chile,CHL,2020-06-22,246963
Chile,CHL,2020-06-23,250767
Chile,CHL,2020-06-24,254416
Chile,CHL,2020-06-25,259064
Chile,CHL,2020-06-26,263360
Chile,CHL,2020-06-27,267766
Chile,CHL,2020-06-28,271982
Chile,CHL,2020-06-29,275999
Chile,CHL,2020-06-30,279393
Chile,CHL,2020-07-01,282043
Chile,CHL,2020-07-02,284541
Chile,CHL,2020-07-03,288089
Chile,CHL,2020-07-04,291847
Chile,CHL,2020-07-05,295532
Chile,CHL,2020-07-06,298557
Chile,CHL,2020-07-07,301019
Chile,CHL,2020-07-08,303083
Chile,CHL,2020-07-09,306216
Chile,CHL,2020-07-10,309274
Chile,CHL,2020-07-11,312029
Chile,CHL,2020-07-12,315041
Chile,CHL,2020-07-13,317657
Chile,CHL,2020-07-14,319493
Chile,CHL,2020-07-15,321205
Chile,CHL,2020-07-16,323698
Chile,CHL,2020-07-17,326439
Chile,CHL,2020-07-18,328846
Chile,CHL,2020-07-19,330930
Chile,CHL,2020-07-20,333029
Chile,CHL,2020-07-21,334683
Chile,CHL,2020-07-22,336402
Chile,CHL,2020-07-23,338759
Chile,CHL,2020-07-24,341304
Chile,CHL,2020-07-25,343592
Chile,CHL,2020-07-26,345790
Chile,CHL,2020-07-27,347923
Chile,CHL,2020-07-28,349800
Chile,CHL,2020-07-29,351575
Chile,CHL,2020-07-30,353536
Chile,CHL,2020-07-31,355667
Chile,CHL,2020-08-01,357658
Chile,CHL,2020-08-02,359731
Chile,CHL,2020-08-03,361493
Chile,CHL,2020-08-04,362962
Chile,CHL,2020-08-05,364723
Chile,CHL,2020-08-06,366671
Chile,CHL,2020-08-07,368825
Chile,CHL,2020-08-08,371023
Chile,CHL,2020-08-09,373056
Chile,CHL,2020-08-10,375044
Chile,CHL,2020-08-11,376616
Chile,CHL,2020-08-12,378168
Chile,CHL,2020-08-13,380034
Chile,CHL,2020-08-14,382111
Chile,CHL,2020-08-15,383902
Chile,CHL,2020-08-16,385946
Chile,CHL,2020-08-17,387502
Chile,CHL,2020-08-18,388855
Chile,CHL,2020-08-19,390037
Chile,CHL,2020-08-20,391849
Chile,CHL,2020-08-21,393769
Chile,CHL,2020-08-22,395708
Chile,CHL,2020-08-23,397665
Chile,CHL,2020-08-24,399568
Chile,CHL,2020-08-25,400985
Chile,CHL,2020-08-26,402365
Chile,CHL,2020-08-27,404102
Chile,CHL,2020-08-28,405972
Chile,CHL,2020-08-29,408009
Chile,CHL,2020-08-30,409974
Chile,CHL,2020-08-31,411726
Chile,CHL,2020-09-01,413145
Chile,CHL,2020-09-02,414739
Chile,CHL,2020-09-03,416501
Chile,CHL,2020-09-04,418469
Chile,CHL,2020-09-05,420434
Chile,CHL,2020-09-06,422510
Chile,CHL,2020-09-07,424274
Chile,CHL,2020-09-08,425541
Chile,CHL,2020-09-09,427027
Chile,CHL,2020-09-10,428669
Chile,CHL,2020-09-11,430535
Chile,CHL,2020-09-12,432666
Chile,CHL,2020-09-13,434748
Chile,CHL,2020-09-14,436433
Chile,CHL,2020-09-15,437983
Chile,CHL,2020-09-16,439287
Chile,CHL,2020-09-17,441150
Chile,CHL,2020-09-18,442827
Chile,CHL,2020-09-19,444674
Chile,CHL,2020-09-20,446274
Chile,CHL,2020-09-21,447468
Chile,CHL,2020-09-22,448523
Chile,CHL,2020-09-23,449903
Chile,CHL,2020-09-24,451634
Chile,CHL,2020-09-25,453868
Chile,CHL,2020-09-26,455979
Chile,CHL,2020-09-27,457901
Chile,CHL,2020-09-28,459671
Chile,CHL,2020-09-29,461300
Chile,CHL,2020-09-30,462991
Chile,CHL,2020-10-01,464750
Chile,CHL,2020-10-02,466590
Chile,CHL,2020-10-03,468471
Chile,CHL,2020-10-04,470179
Chile,CHL,2020-10-05,471746
Chile,CHL,2020-10-06,473306
Chile,CHL,2020-10-07,474440
Chile,CHL,2020-10-08,476016
Chile,CHL,2020-10-09,477769
Chile,CHL,2020-10-10,479595
Chile,CHL,2020-10-11,481371
Chile,CHL,2020-10-12,482832
Chile,CHL,2020-10-13,484280
Chile,CHL,2020-10-14,485372
Chile,CHL,2020-10-15,486496
Chile,CHL,2020-10-16,488190
Chile,CHL,2020-10-17,490003
Chile,CHL,2020-10-18,491760
Chile,CHL,2020-10-19,493305
Chile,CHL,2020-10-20,494478
Chile,CHL,2020-10-21,495637
Chile,CHL,2020-10-22,497131
Chile,CHL,2020-10-23,498906
Chile,CHL,2020-10-24,500542
Chile,CHL,2020-10-25,502063
Chile,CHL,2020-10-26,503598
Chile,CHL,2020-10-27,504525
Chile,CHL,2020-10-28,505530
Chile,CHL,2020-10-29,507050
Chile,CHL,2020-10-30,508571
Chile,CHL,2020-10-31,510256
Chile,CHL,2020-11-01,511864
Chile,CHL,2020-11-02,513140
Chile,CHL,2020-11-03,514202
Chile,CHL,2020-11-04,515042
Chile,CHL,2020-11-05,516582
Chile,CHL,2020-11-06,518390
Chile,CHL,2020-11-07,519977
Chile,CHL,2020-11-08,521558
Chile,CHL,2020-11-09,522879
Chile,CHL,2020-11-10,523907
Chile,CHL,2020-11-11,524804
Chile,CHL,2020-11-12,526438
Chile,CHL,2020-11-13,528030
Chile,CHL,2020-11-14,529676
Chile,CHL,2020-11-15,531273
Chile,CHL,2020-11-16,532604
Chile,CHL,2020-11-17,533610
Chile,CHL,2020-11-18,534558
Chile,CHL,2020-11-19,536012
Chile,CHL,2020-11-20,537585
Chile,CHL,2020-11-21,539143
Chile,CHL,2020-11-22,540640
Chile,CHL,2020-11-23,542080
Chile,CHL,2020-11-24,543087
Chile,CHL,2020-11-25,544092
Chile,CHL,2020-11-26,545662
Chile,CHL,2020-11-27,547243
Chile,CHL,2020-11-28,548941
Chile,CHL,2020-11-29,550430
Chile,CHL,2020-11-30,551743
Chile,CHL,2020-12-01,552864
Chile,CHL,2020-12-02,553898
Chile,CHL,2020-12-03,555406
Chile,CHL,2020-12-04,557135
Chile,CHL,2020-12-05,558668
Chile,CHL,2020-12-06,560382
Chile,CHL,2020-12-07,562142
Chile,CHL,2020-12-08,563534
Chile,CHL,2020-12-09,564778
Chile,CHL,2020-12-10,566440
Chile,CHL,2020-12-11,567974
Chile,CHL,2020-12-12,569781
Chile,CHL,2020-12-13,571919
Chile,CHL,2020-12-14,573830
Chile,CHL,2020-12-15,575329
